	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
350	101.189	101.013	101.49	101.443	102.339	101.307	101.646	102.181	101.469	101.876	102.333	102.287	101.82	102.408	102.355	101.615	102.788	102.695	102.827	102.558	102.432	103.187	103.362	103.427	102.873	103.524	103.599	103.689	103.603	103.689	104.158	104.046	104.05	104.047	103.887	104.693	104.65	105.163	104.97	104.956	105.436	105.217	105.639	105.62	105.595	105.903	105.94	106.707	106.297	106.387	106.412	106.706	106.46	107.093	106.232	107.041	107.31	107.379	107.182	107.397	107.491	107.58	107.68	108.041	107.815	107.607	107.883	107.864	107.98	107.799	107.938	107.623	107.826	107.88	107.818	107.812	108.028	107.73	107.925	108.016	107.674	107.823	108.051	108.005	107.767	107.765	107.718	107.759	107.778	107.708	107.857	107.713	107.657	107.622	107.538	107.384	107.479	107.452	107.439	107.374	107.379
357	102.741	102.713	102.278	102.786	102.432	102.733	102.539	102.901	103.032	102.434	102.967	102.724	102.961	102.815	103.376	103.207	103.479	103.359	102.811	103.524	103.842	104.262	103.851	104.125	104.23	104.141	104.332	103.898	104.493	104.498	104.682	105.058	105.208	104.952	104.996	105.114	105.475	105.46	105.624	105.73	105.779	105.81	106.051	106.353	106.184	106.232	106.334	106.535	107.075	106.934	106.648	106.68	107.107	107.065	106.844	107.226	107.379	107.359	107.429	107.646	107.588	107.694	107.583	107.583	107.907	107.934	107.776	108.06	107.746	107.982	107.966	107.989	107.786	107.862	107.886	107.94	107.974	107.638	107.992	108.013	107.759	107.977	107.872	107.784	107.761	107.788	107.74	107.815	107.676	107.749	107.611	107.495	107.573	107.528	107.483	107.47	107.354	107.407	107.423	107.315	107.328
364	103.331	102.646	103.225	102.945	103.482	103.587	103.327	103.434	103.597	103.763	103.508	103.784	104.03	104.218	103.638	103.794	104.353	104.234	104.348	104.476	104.686	104.064	104.38	104.667	104.93	104.801	104.75	104.554	104.744	104.82	104.901	105.124	105.391	105.188	105.249	105.32	105.971	105.869	106.144	106.202	106.122	106.113	106.252	106.23	106.819	106.458	106.677	106.617	107.094	107.195	107.302	107.331	106.955	107.367	107.215	107.466	107.575	107.483	107.757	107.669	107.697	107.709	107.792	107.74	107.604	107.86	107.874	107.866	107.707	108.147	107.934	107.81	108.017	108.103	107.894	107.889	107.845	107.915	107.939	107.981	108.03	107.929	107.803	107.821	107.803	107.726	107.708	107.888	107.673	107.642	107.71	107.56	107.572	107.54	107.448	107.453	107.433	107.437	107.372	107.311	107.295
371	103.898	104.182	104.194	104.128	103.825	104.753	104.118	103.845	104.145	104.769	104.243	104.018	104.465	104.455	104.903	103.972	105.032	104.78	104.849	105.065	104.839	105.325	104.848	105.341	105.373	105.397	105.214	105.93	105.652	105.562	105.564	105.697	105.577	106.141	105.834	106.069	106.53	106.109	106.671	106.485	106.79	106.638	106.793	106.935	107.001	106.352	107.032	106.788	106.935	107.117	107.272	107.393	107.406	107.635	107.29	107.458	107.559	107.591	107.827	107.587	107.874	107.82	107.904	107.824	107.768	108.164	107.796	107.786	108.141	108.08	108.012	107.823	107.881	108.052	108.119	107.684	108.02	107.853	107.882	108.019	107.786	107.848	107.852	107.945	107.845	107.85	107.827	107.688	107.726	107.431	107.702	107.49	107.509	107.356	107.516	107.446	107.394	107.246	107.311	107.276	107.287
378	104.531	104.639	104.175	104.829	104.68	105.033	104.839	104.749	104.348	104.524	105.002	104.582	105.341	104.889	105.109	105.231	105.117	105.208	105.569	105.15	105.415	105.251	106.002	105.613	105.669	105.831	105.991	105.749	105.669	105.777	106.165	106.429	106.021	106.254	106.449	106.526	106.607	106.326	106.497	106.764	106.79	106.744	106.503	107.058	107.181	107.272	107.255	107.321	107.127	107.333	107.705	107.506	107.552	107.678	107.731	107.682	107.878	107.633	107.776	107.859	107.893	107.65	108.028	107.886	107.812	108.005	108.077	108.153	107.923	108.125	108.024	108.056	108.027	107.804	107.757	108.102	107.97	107.888	107.882	107.933	107.893	107.922	107.753	107.776	107.789	107.521	107.813	107.518	107.539	107.596	107.517	107.563	107.55	107.533	107.496	107.269	107.308	107.243	107.299	107.201	107.12
385	104.847	104.523	105.075	105.158	105.226	105.106	104.967	105.264	105.213	105.101	105.191	105.645	105.072	105.789	105.243	105.885	105.595	105.938	106.002	105.567	105.958	105.649	105.726	105.784	105.859	106.333	106.303	105.989	106.147	106.438	106.357	106.478	106.695	106.417	106.687	106.948	106.702	106.861	106.753	107.166	107.001	106.675	106.767	107.06	107.085	107.566	107.245	107.541	107.521	107.51	107.553	107.443	107.071	107.421	107.659	107.645	107.739	107.909	107.898	107.935	107.828	107.831	107.73	107.9	107.838	108.059	107.932	107.927	107.877	107.926	107.918	107.877	107.962	107.956	107.851	107.929	108.01	107.916	107.818	107.735	107.952	107.777	107.693	107.556	107.831	107.807	107.542	107.537	107.663	107.626	107.551	107.453	107.402	107.475	107.441	107.244	107.29	107.24	107.218	107.25	107.254
392	105.977	105.388	105.602	105.647	105.364	105.568	105.472	105.959	105.511	105.937	105.313	106.086	105.984	106.041	106.227	106.356	105.66	106.021	106.393	105.957	106.191	106.204	106.357	106.167	106.458	106.296	106.408	106.347	106.607	106.437	106.744	106.794	106.801	106.6	106.512	106.872	107.134	107.029	107.093	107.125	107.195	107.019	107.323	107.303	107.52	107.409	107.159	107.691	107.421	107.45	107.839	107.368	107.576	107.709	107.803	107.795	107.727	108.074	107.999	107.967	107.93	107.954	107.866	107.982	107.96	108.049	107.952	108.024	107.855	107.903	107.836	107.965	107.78	108.05	107.869	107.695	107.897	107.764	107.87	107.702	107.98	107.79	107.686	107.745	107.685	107.728	107.655	107.585	107.461	107.54	107.462	107.506	107.45	107.316	107.319	107.3	107.319	107.215	107.246	107.268	107.094
399	106.077	105.927	105.574	105.924	105.889	105.812	105.957	106.089	105.965	105.914	106.276	105.902	106.112	106.328	106.248	106.564	106.037	106.207	106.059	106.513	106.413	106.943	106.812	106.843	106.6	106.434	106.608	106.826	106.642	106.933	106.705	106.826	107.028	107.112	106.937	106.997	107.368	107.147	107.395	107.223	107.321	107.317	107.465	107.483	107.42	107.557	107.792	107.496	107.317	107.587	107.452	107.888	107.672	107.74	107.79	107.784	107.778	107.946	108.022	107.708	107.856	107.727	107.885	108.019	107.736	107.776	107.891	107.828	107.861	107.844	108.028	107.902	107.902	107.82	107.739	107.801	107.769	107.682	107.732	107.636	107.822	107.721	107.715	107.656	107.575	107.591	107.607	107.593	107.572	107.448	107.41	107.554	107.446	107.258	107.298	107.257	107.187	107.276	107.145	107.061	107.17
406	106.113	106.008	106.043	106.013	106.06	106.454	106.221	106.303	106.412	106.53	106.6	106.77	106.311	106.359	106.464	106.404	106.728	106.703	106.861	106.603	106.502	106.714	106.722	106.796	106.765	106.909	106.772	106.701	106.872	107.361	106.967	106.879	107.058	107.002	107.195	107.039	107.361	107.442	107.245	107.503	107.401	107.347	107.49	107.458	107.453	107.541	107.292	107.731	107.613	107.593	107.748	107.697	107.83	107.86	107.756	107.75	107.923	107.95	107.915	107.868	107.902	108.062	107.956	107.886	107.984	107.979	107.965	107.868	107.744	107.991	107.916	107.811	107.886	107.827	107.866	107.852	107.824	107.925	107.624	107.774	107.704	107.658	107.558	107.565	107.633	107.545	107.462	107.495	107.372	107.523	107.41	107.317	107.312	107.37	107.268	107.31	107.175	107.247	107.115	107.199	107.068
413	106.278	106.581	106.55	106.574	106.19	106.739	106.825	106.339	106.274	106.757	106.802	106.792	106.618	106.799	106.629	106.638	106.607	106.849	106.601	106.845	106.923	106.598	106.889	107.149	107.005	107.035	107.094	106.934	106.993	107.317	107.136	107.184	107.226	107.141	107.287	107.175	107.26	107.548	107.534	107.31	107.37	107.322	107.279	107.544	107.492	107.704	107.584	107.764	107.66	107.749	107.625	107.649	107.685	107.608	107.705	107.745	107.696	107.827	107.593	107.854	107.957	107.922	107.784	107.708	107.663	107.943	107.948	107.793	107.988	107.747	107.88	108.011	107.703	107.738	107.76	107.731	107.694	107.611	107.631	107.59	107.623	107.529	107.611	107.493	107.599	107.473	107.43	107.518	107.438	107.363	107.343	107.302	107.3	107.281	107.205	107.205	107.135	107.154	107.104	107.111	107.021
420	106.512	106.756	106.633	106.646	106.652	106.734	106.978	106.642	106.651	106.926	106.693	107.262	106.794	106.953	106.82	106.812	106.857	107.107	106.805	107.027	107.152	107.073	107.277	106.944	107.056	106.848	106.84	107.163	107.121	107.347	107.1	107.396	107.225	107.291	107.532	107.326	107.287	107.249	107.319	107.565	107.441	107.571	107.402	107.538	107.64	107.525	107.65	107.601	107.783	107.566	107.71	107.537	107.741	107.671	107.831	107.937	107.877	107.681	107.815	107.843	107.973	107.748	107.746	107.787	107.634	107.738	107.888	107.826	107.672	107.704	107.673	107.764	107.528	107.577	107.789	107.691	107.618	107.806	107.585	107.562	107.597	107.563	107.435	107.586	107.36	107.3	107.415	107.27	107.423	107.331	107.323	107.275	107.21	107.155	107.187	107.156	107.016	107.091	107.048	106.996	106.98
427	106.743	107.044	106.773	106.819	107.016	106.862	106.921	106.711	106.855	106.668	106.959	106.891	106.995	106.986	107.106	106.87	106.829	107.206	107.082	106.989	107.066	107.231	107.192	107.07	107.141	107.236	107.084	106.888	107.289	107.326	107.345	107.217	107.408	107.43	107.471	107.3	107.427	107.343	107.378	107.564	107.403	107.46	107.442	107.696	107.657	107.416	107.486	107.507	107.737	107.475	107.615	107.626	107.712	107.685	107.7	107.691	107.75	107.838	107.59	107.659	107.7	107.771	107.67	107.825	107.755	107.623	107.718	107.549	107.696	107.66	107.865	107.757	107.547	107.519	107.643	107.646	107.561	107.554	107.498	107.504	107.5	107.448	107.371	107.454	107.291	107.371	107.406	107.214	107.258	107.225	107.29	107.242	107.214	107.198	107.109	107.108	106.961	107.084	107.012	106.933	106.951
434	106.964	106.809	106.997	106.832	106.969	106.91	106.922	107.112	106.913	106.828	107.247	107.124	106.991	107.31	107.006	107.03	106.891	106.802	106.996	107.247	106.975	107.328	107.306	107.165	106.976	107.2	107.275	107.22	107.175	107.131	107.274	107.425	107.369	107.46	107.555	107.146	107.486	107.273	107.25	107.621	107.523	107.607	107.57	107.654	107.711	107.49	107.796	107.637	107.539	107.565	107.682	107.597	107.644	107.596	107.594	107.681	107.75	107.728	107.667	107.691	107.585	107.606	107.832	107.711	107.559	107.536	107.599	107.697	107.671	107.663	107.617	107.66	107.543	107.475	107.525	107.607	107.557	107.535	107.434	107.525	107.46	107.423	107.317	107.407	107.397	107.327	107.32	107.384	107.258	107.204	107.127	107.186	107.149	107.136	107.067	107.051	106.95	106.933	107.019	106.938	106.924
441	107.274	106.996	106.671	106.911	107.15	106.779	107.084	106.873	106.978	107.16	107.079	106.984	107.231	107.324	106.961	107.318	107.229	107.154	107.297	107.371	107.246	107.427	107.164	107.305	107.141	107.124	107.227	107.265	107.183	107.458	107.474	107.407	107.29	107.256	107.449	107.385	107.377	107.621	107.362	107.306	107.373	107.675	107.515	107.719	107.537	107.601	107.649	107.575	107.513	107.4	107.807	107.52	107.531	107.521	107.541	107.733	107.519	107.631	107.486	107.633	107.519	107.632	107.636	107.558	107.583	107.594	107.64	107.522	107.52	107.591	107.528	107.532	107.472	107.419	107.514	107.505	107.552	107.367	107.493	107.345	107.337	107.35	107.271	107.285	107.281	107.272	107.221	107.206	107.006	107.188	107.175	107.121	107.105	107.036	107.06	107.024	107	106.956	106.958	106.954	106.795
448	106.992	107.038	106.873	107.011	106.83	107.27	107.078	107.292	107.051	107.107	107.113	107.05	107.037	107.062	107.031	107.191	107.27	107.178	107.093	106.978	107.306	107.168	107.161	107.044	107.286	107.22	107.364	107.302	107.269	107.246	107.254	107.424	107.459	107.433	107.557	107.591	107.436	107.372	107.435	107.508	107.339	107.522	107.561	107.51	107.497	107.526	107.527	107.51	107.687	107.568	107.416	107.409	107.558	107.493	107.59	107.681	107.574	107.447	107.466	107.513	107.609	107.508	107.587	107.559	107.618	107.523	107.573	107.518	107.52	107.468	107.528	107.521	107.458	107.424	107.364	107.417	107.364	107.436	107.354	107.402	107.337	107.247	107.188	107.266	107.128	107.167	107.154	107.125	107.2	107.105	107	107.093	106.928	106.956	107.013	106.962	106.91	106.872	106.909	106.861	106.816
455	106.94	107.056	106.789	107.09	107.069	106.99	107.296	107.125	107.162	107.278	107.22	107.154	107.266	107.049	107.271	107.151	107.284	107.066	107.222	107.318	107.175	107.39	107.232	107.227	107.373	107.179	107.29	107.423	107.343	107.359	107.378	107.379	107.236	107.301	107.327	107.404	107.433	107.402	107.435	107.404	107.507	107.524	107.377	107.525	107.496	107.455	107.393	107.424	107.362	107.474	107.529	107.312	107.455	107.453	107.536	107.603	107.571	107.472	107.532	107.405	107.488	107.467	107.457	107.368	107.519	107.515	107.568	107.384	107.488	107.415	107.439	107.491	107.386	107.37	107.301	107.291	107.303	107.284	107.236	107.249	107.211	107.251	107.214	107.202	107.183	107.198	107.057	107.075	107.019	107.113	107.062	106.954	106.995	106.91	106.975	106.87	106.779	106.811	106.77	106.787	106.745
462	106.963	106.964	106.95	107.176	107.035	107.072	107.127	107.189	107.006	107.012	107.128	107.203	107.001	107.065	107.087	107.083	107.12	107.178	107.19	107.053	107.056	107.266	107.177	107.276	107.156	107.187	107.264	107.325	107.203	107.195	107.478	107.362	107.252	107.116	107.2	107.333	107.298	107.304	107.276	107.326	107.401	107.529	107.447	107.496	107.421	107.402	107.378	107.525	107.31	107.386	107.403	107.351	107.567	107.538	107.405	107.339	107.452	107.369	107.387	107.466	107.409	107.276	107.42	107.531	107.346	107.334	107.383	107.314	107.43	107.315	107.28	107.308	107.322	107.228	107.27	107.276	107.24	107.145	107.217	107.18	107.146	107.192	107.092	107.102	107.086	107.041	107.003	107.119	107.053	106.976	106.995	106.967	106.921	106.842	106.896	106.839	106.821	106.809	106.814	106.747	106.793
469	107.142	107.006	107.019	107.124	107.123	107.126	106.92	106.994	107.183	107.011	107.093	107.122	107.103	107.249	106.986	107.205	107.073	107.149	107.12	107.26	107.231	107.169	107.214	107.243	107.076	107.062	107.268	107.337	107.277	107.275	107.323	107.191	107.31	107.251	107.302	107.299	107.28	107.229	107.251	107.285	107.222	107.213	107.34	107.391	107.33	107.292	107.335	107.362	107.313	107.224	107.211	107.372	107.386	107.353	107.382	107.34	107.362	107.451	107.313	107.338	107.217	107.361	107.276	107.28	107.357	107.224	107.228	107.374	107.299	107.263	107.278	107.248	107.304	107.217	107.187	107.124	107.186	107.148	107.142	107.133	107.114	107.114	107.134	106.983	106.987	106.993	106.972	106.939	106.927	106.922	106.937	106.874	106.849	106.881	106.758	106.827	106.805	106.758	106.725	106.672	106.607
476	107.037	107.033	107.13	107.154	107.033	106.908	107.034	107.042	107.149	107.153	107.124	107.062	107.122	107.1	107.257	107.075	107.134	107.162	107.21	107.095	107.089	107.15	107.038	107.103	107.149	107.312	107.026	107.157	107.168	107.189	107.162	107.171	107.254	107.198	107.142	107.119	107.274	107.115	107.258	107.268	107.175	107.198	107.229	107.303	107.1	107.257	107.246	107.323	107.357	107.207	107.256	107.36	107.216	107.214	107.205	107.139	107.371	107.293	107.314	107.264	107.2	107.284	107.238	107.236	107.275	107.223	107.244	107.157	107.235	107.204	107.151	107.181	107.071	107.198	107.054	107.114	107.126	107.061	107.094	107.111	107.07	107.052	106.918	106.98	106.988	106.99	106.88	106.879	106.836	106.857	106.807	106.912	106.733	106.818	106.755	106.715	106.69	106.65	106.674	106.68	106.633
483	106.925	107.033	106.948	107.121	107.015	107.023	106.871	107.005	107.08	106.963	107.077	107.018	106.95	107.121	106.931	107.116	107.142	107.058	106.981	107.04	107.096	107.095	107.088	107.14	107.136	107.161	107.018	107.224	107.213	107.149	107.018	107.151	107.171	107.16	107.134	107.206	107.11	107.108	107.287	107.248	107.212	107.13	107.168	107.183	107.153	107.222	107.256	107.227	107.286	107.25	107.134	107.311	107.24	107.173	107.196	107.227	107.13	107.197	107.206	107.106	107.149	107.203	107.11	107.228	107.174	107.132	107.121	107.153	107.109	107.131	107.021	107.007	107.097	107.034	107.094	107.118	106.954	107.019	106.957	106.928	106.944	106.925	106.987	106.879	106.901	106.886	106.911	106.761	106.777	106.854	106.761	106.808	106.75	106.729	106.661	106.778	106.704	106.687	106.585	106.547	106.604
490	106.986	107.115	107.02	106.955	106.933	107.081	107.02	107.04	107.067	106.941	107.043	107.005	106.952	106.939	107.018	107.019	107.03	106.981	106.903	107.039	107.142	106.987	107.08	107.066	107.077	106.996	107.095	107.07	106.948	106.967	107.108	107.162	107.118	107.112	107.062	107.091	107.006	107.138	107.113	107.128	107.034	107.15	107.158	107.094	107.138	107.185	107.174	107.12	107.279	107.119	107.188	107.205	107.138	107.086	107.128	107.13	107.169	107.074	107.083	107.112	107.105	107.165	107.158	107.09	107.058	107.108	107.063	107.047	107.143	107.037	107.04	106.986	107.059	106.957	107.003	106.963	106.93	106.961	106.96	106.969	106.929	106.843	106.854	106.86	106.87	106.831	106.754	106.721	106.73	106.747	106.729	106.698	106.692	106.731	106.633	106.631	106.57	106.634	106.541	106.596	106.544
497	106.938	106.957	107.007	106.83	106.864	106.876	106.941	107.021	106.946	106.939	106.968	106.966	107.048	106.946	107.051	106.937	106.869	107.075	107.004	106.99	107.008	106.986	107.087	107.032	106.981	107.026	106.98	106.915	107.056	106.941	107.07	107.135	107.023	107.012	107.038	107.046	107.128	106.933	107.071	106.966	107.065	107.046	107.046	107.186	107.091	107.104	107.022	107.02	107.045	107.035	107.063	107.102	107.056	107.132	107.084	107.025	107.022	107.041	107.075	107.031	107.062	106.991	107.072	107	107.052	106.973	107.099	106.919	106.902	106.966	106.987	107.041	106.875	106.94	106.918	106.9	106.896	106.916	106.862	106.805	106.899	106.852	106.797	106.815	106.802	106.782	106.816	106.714	106.703	106.719	106.693	106.651	106.588	106.66	106.619	106.601	106.584	106.532	106.572	106.477	106.517
504	106.918	106.972	106.881	106.993	106.8	106.856	106.846	106.88	106.899	107	106.936	106.901	106.849	106.867	106.823	106.935	106.868	106.855	106.929	106.799	106.943	107	106.914	106.988	106.922	106.968	106.933	106.884	106.949	106.992	106.951	106.948	107.053	106.932	106.893	106.952	107.049	106.865	106.966	106.987	107.064	106.953	106.9	106.939	106.967	107.048	107.006	107.021	106.953	106.93	107.015	106.968	106.959	106.993	106.984	107.002	106.959	107.014	106.975	106.964	106.983	106.915	107.001	106.896	106.953	106.867	106.923	106.927	106.925	106.873	106.921	106.89	106.925	106.861	106.818	106.808	106.796	106.832	106.781	106.774	106.784	106.747	106.735	106.766	106.774	106.758	106.649	106.67	106.647	106.641	106.634	106.596	106.6	106.577	106.537	106.566	106.59	106.513	106.475	106.48	106.481
511	106.867	106.784	106.851	106.812	106.815	106.827	106.798	106.896	106.744	106.918	106.8	106.854	106.754	106.834	106.824	106.836	106.953	106.83	106.872	106.923	106.81	106.772	106.861	106.83	106.883	107.041	106.852	106.836	106.844	106.808	106.891	106.88	106.892	106.87	106.92	106.835	106.891	106.911	106.885	106.966	106.875	106.915	106.901	106.953	106.956	106.93	106.931	106.871	106.884	106.933	106.89	106.884	106.953	106.877	106.909	106.837	106.9	106.859	106.973	106.91	106.929	106.878	106.829	106.921	106.85	106.888	106.842	106.896	106.854	106.847	106.839	106.826	106.796	106.819	106.796	106.777	106.739	106.752	106.716	106.705	106.767	106.657	106.665	106.597	106.621	106.633	106.607	106.614	106.579	106.595	106.538	106.569	106.564	106.529	106.524	106.514	106.452	106.491	106.43	106.453	106.425
518	106.703	106.706	106.717	106.769	106.783	106.757	106.742	106.837	106.703	106.852	106.731	106.745	106.892	106.772	106.714	106.8	106.875	106.807	106.797	106.795	106.779	106.823	106.793	106.87	106.879	106.849	106.778	106.764	106.881	106.809	106.881	106.913	106.87	106.836	106.789	106.793	106.805	106.898	106.84	106.736	106.779	106.829	106.875	106.781	106.793	106.783	106.823	106.806	106.911	106.892	106.82	106.845	106.882	106.805	106.873	106.834	106.875	106.869	106.754	106.823	106.864	106.778	106.81	106.782	106.814	106.794	106.735	106.824	106.744	106.777	106.698	106.731	106.713	106.691	106.71	106.675	106.701	106.673	106.657	106.666	106.656	106.635	106.599	106.582	106.624	106.561	106.603	106.544	106.571	106.569	106.583	106.512	106.465	106.482	106.519	106.481	106.485	106.451	106.432	106.408	106.407
525	106.761	106.651	106.593	106.756	106.764	106.737	106.653	106.684	106.836	106.698	106.712	106.669	106.689	106.688	106.747	106.728	106.792	106.722	106.738	106.746	106.776	106.708	106.723	106.776	106.8	106.745	106.685	106.672	106.78	106.775	106.728	106.791	106.817	106.737	106.712	106.736	106.859	106.767	106.737	106.758	106.778	106.773	106.779	106.734	106.847	106.724	106.794	106.772	106.845	106.767	106.715	106.791	106.71	106.767	106.799	106.742	106.8	106.779	106.753	106.823	106.784	106.806	106.794	106.715	106.679	106.766	106.774	106.725	106.696	106.688	106.7	106.674	106.617	106.637	106.593	106.659	106.589	106.656	106.599	106.593	106.589	106.592	106.599	106.573	106.562	106.558	106.531	106.537	106.525	106.532	106.467	106.481	106.46	106.467	106.463	106.409	106.409	106.375	106.398	106.351	106.381
532	106.687	106.629	106.7	106.729	106.667	106.702	106.651	106.656	106.643	106.641	106.742	106.647	106.694	106.719	106.714	106.684	106.73	106.613	106.702	106.652	106.725	106.658	106.632	106.788	106.703	106.685	106.677	106.643	106.662	106.706	106.791	106.609	106.707	106.741	106.606	106.688	106.772	106.722	106.732	106.772	106.651	106.715	106.717	106.68	106.72	106.719	106.709	106.669	106.792	106.67	106.672	106.672	106.73	106.726	106.707	106.721	106.732	106.686	106.681	106.662	106.746	106.737	106.718	106.688	106.653	106.633	106.674	106.681	106.682	106.644	106.621	106.617	106.614	106.583	106.622	106.637	106.546	106.59	106.558	106.549	106.523	106.537	106.513	106.492	106.464	106.478	106.449	106.477	106.462	106.48	106.473	106.428	106.45	106.39	106.381	106.37	106.39	106.354	106.369	106.32	106.339
539	106.653	106.57	106.548	106.631	106.606	106.57	106.651	106.593	106.669	106.561	106.602	106.57	106.638	106.669	106.619	106.685	106.614	106.597	106.61	106.566	106.641	106.607	106.628	106.546	106.658	106.648	106.676	106.651	106.606	106.719	106.609	106.668	106.612	106.614	106.627	106.627	106.678	106.577	106.671	106.713	106.57	106.631	106.597	106.543	106.639	106.66	106.654	106.646	106.694	106.663	106.595	106.66	106.642	106.663	106.657	106.643	106.615	106.65	106.647	106.603	106.636	106.594	106.597	106.653	106.541	106.579	106.702	106.569	106.487	106.498	106.555	106.53	106.614	106.482	106.553	106.538	106.522	106.542	106.523	106.478	106.528	106.465	106.464	106.457	106.46	106.475	106.414	106.417	106.418	106.437	106.372	106.408	106.388	106.315	106.361	106.344	106.332	106.34	106.308	106.32	106.291
546	106.575	106.581	106.586	106.525	106.47	106.608	106.559	106.549	106.557	106.582	106.575	106.618	106.556	106.519	106.581	106.52	106.57	106.584	106.556	106.598	106.516	106.509	106.567	106.578	106.609	106.57	106.512	106.582	106.569	106.619	106.628	106.585	106.589	106.576	106.54	106.554	106.601	106.553	106.609	106.522	106.616	106.624	106.527	106.57	106.552	106.659	106.62	106.554	106.604	106.613	106.547	106.594	106.563	106.638	106.538	106.578	106.498	106.595	106.578	106.571	106.54	106.513	106.538	106.579	106.539	106.506	106.531	106.525	106.564	106.53	106.474	106.477	106.493	106.56	106.483	106.492	106.5	106.431	106.506	106.432	106.449	106.457	106.423	106.448	106.367	106.372	106.394	106.35	106.321	106.364	106.34	106.362	106.318	106.323	106.359	106.33	106.298	106.291	106.243	106.271	106.259
553	106.397	106.502	106.513	106.535	106.557	106.475	106.508	106.564	106.473	106.533	106.506	106.545	106.501	106.522	106.534	106.493	106.474	106.484	106.439	106.455	106.485	106.46	106.489	106.557	106.527	106.517	106.568	106.487	106.519	106.531	106.483	106.516	106.555	106.541	106.517	106.528	106.525	106.543	106.564	106.58	106.549	106.556	106.571	106.569	106.485	106.521	106.527	106.561	106.487	106.539	106.516	106.549	106.524	106.496	106.472	106.507	106.504	106.541	106.448	106.495	106.471	106.558	106.512	106.487	106.491	106.503	106.472	106.492	106.44	106.406	106.499	106.452	106.497	106.459	106.447	106.406	106.457	106.441	106.375	106.386	106.395	106.372	106.338	106.337	106.338	106.356	106.335	106.348	106.332	106.33	106.303	106.341	106.325	106.296	106.261	106.273	106.254	106.241	106.238	106.228	106.23
560	106.429	106.487	106.422	106.397	106.442	106.404	106.454	106.397	106.524	106.479	106.451	106.388	106.45	106.446	106.395	106.482	106.494	106.487	106.462	106.474	106.508	106.515	106.513	106.483	106.494	106.43	106.439	106.478	106.508	106.502	106.461	106.436	106.496	106.528	106.496	106.466	106.45	106.503	106.504	106.473	106.526	106.475	106.461	106.479	106.461	106.515	106.491	106.44	106.495	106.452	106.502	106.438	106.52	106.467	106.485	106.451	106.522	106.515	106.448	106.497	106.472	106.493	106.397	106.461	106.516	106.486	106.417	106.403	106.372	106.428	106.462	106.421	106.378	106.394	106.447	106.395	106.399	106.402	106.347	106.366	106.346	106.332	106.371	106.318	106.331	106.295	106.284	106.268	106.253	106.286	106.291	106.28	106.233	106.278	106.258	106.235	106.229	106.206	106.215	106.185	106.185
567	106.41	106.371	106.474	106.386	106.416	106.423	106.465	106.428	106.397	106.494	106.397	106.4	106.419	106.437	106.476	106.441	106.443	106.383	106.41	106.424	106.454	106.413	106.414	106.386	106.408	106.387	106.474	106.475	106.408	106.42	106.355	106.43	106.433	106.385	106.46	106.39	106.384	106.43	106.417	106.373	106.448	106.442	106.429	106.414	106.403	106.398	106.416	106.359	106.441	106.457	106.397	106.317	106.438	106.376	106.446	106.447	106.443	106.415	106.446	106.397	106.414	106.428	106.371	106.398	106.408	106.338	106.345	106.411	106.386	106.356	106.36	106.369	106.361	106.371	106.326	106.377	106.348	106.349	106.335	106.319	106.323	106.299	106.263	106.283	106.295	106.291	106.27	106.26	106.294	106.246	106.234	106.254	106.197	106.239	106.195	106.22	106.194	106.215	106.195	106.146	106.152
574	106.373	106.313	106.366	106.411	106.409	106.346	106.316	106.369	106.335	106.389	106.327	106.348	106.328	106.392	106.309	106.41	106.442	106.357	106.372	106.352	106.329	106.376	106.354	106.359	106.346	106.428	106.318	106.35	106.346	106.393	106.38	106.382	106.36	106.366	106.375	106.376	106.375	106.354	106.397	106.346	106.409	106.38	106.387	106.367	106.362	106.366	106.364	106.356	106.393	106.379	106.37	106.382	106.439	106.328	106.411	106.362	106.399	106.356	106.393	106.307	106.335	106.325	106.346	106.328	106.334	106.318	106.319	106.369	106.329	106.325	106.326	106.331	106.356	106.305	106.333	106.303	106.309	106.282	106.282	106.279	106.248	106.243	106.246	106.275	106.253	106.251	106.218	106.208	106.245	106.196	106.191	106.203	106.211	106.162	106.169	106.198	106.17	106.181	106.122	106.151	106.143
581	106.286	106.373	106.263	106.353	106.332	106.339	106.341	106.247	106.368	106.352	106.284	106.333	106.264	106.329	106.267	106.318	106.324	106.327	106.32	106.3	106.352	106.368	106.264	106.31	106.333	106.338	106.318	106.32	106.335	106.306	106.345	106.342	106.325	106.28	106.326	106.331	106.347	106.287	106.341	106.369	106.29	106.335	106.335	106.295	106.326	106.331	106.308	106.362	106.332	106.314	106.344	106.327	106.319	106.319	106.342	106.311	106.298	106.277	106.326	106.352	106.302	106.294	106.323	106.286	106.316	106.346	106.324	106.322	106.305	106.282	106.277	106.241	106.291	106.257	106.262	106.258	106.313	106.24	106.26	106.209	106.28	106.226	106.268	106.213	106.226	106.192	106.174	106.204	106.198	106.217	106.176	106.178	106.16	106.153	106.143	106.153	106.154	106.152	106.117	106.113	106.117
